Latitude,Longitude,Title
47.6211,-122.3244,AFL-CIO Events
42.3188,-71.0846,AFL-CIO Events
43.0235,-83.6922,AFL-CIO Events
39.6285,-106.9334,AFL-CIO Events
42.3834,-83.1024,AFL-CIO Events
40.0421,-76.3012,AFL-CIO Events
41.1035,-73.5583,AFL-CIO Events
43.168,-77.6162,AFL-CIO Events
37.7903,-122.2165,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
41.3274,-75.7885,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
25.7839,-80.2102,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
41.3237,-83.4363,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
42.3188,-71.0846,AFL-CIO Events
42.3188,-71.0846,AFL-CIO Events
42.3188,-71.0846,AFL-CIO Events
40.0077,-75.1339,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
42.3188,-71.0846,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
41.4044,-75.6649,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
40.0077,-75.1339,AFL-CIO Events
39.3051,-76.6144,AFL-CIO Events
41.4767,-81.6804,AFL-CIO Events
40.6943,-73.9249,AFL-CIO Events
39.9862,-82.985,AFL-CIO Events
42.3188,-71.0846,AFL-CIO Events
41.8373,-87.6862,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
40.4396,-79.9762,AFL-CIO Events
46.9192,-104.008,AFL-CIO Events
40.4396,-79.9762,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.6358,-90.2451,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
43.0235,-83.6922,Rosie the Riveter Statue 
